0.000000000000000000e+00 1.293915329260877933e-02 1.400861045549371686e-02 1.487910958782009962e-02 1.815954101581759850e-02 1.821763880110356670e-02 3.912420539514058215e-02 4.655632000537049398e-02 4.655632000537077153e-02 5.114757576024557550e-02
0.000000000000000000e+00 1.067206711369624722e-02 1.160392913636234397e-02 1.250314115055081721e-02 1.584144962816794178e-02 1.589036610367384333e-02 4.361688000850021119e-02 4.995873026273939949e-02 4.995873026273950357e-02 5.466503878067400374e-02
0.000000000000000000e+00 9.026084097563561587e-03 9.811063978368738531e-03 1.074808273793627714e-02 1.412023833474704629e-02 1.416093375179222277e-02 4.677232210989537564e-02 5.247250278482412655e-02 5.247250278482444574e-02 5.738064968779962860e-02
0.000000000000000000e+00 7.788301825730981065e-03 8.417906301343425213e-03 9.400975304379013964e-03 1.278293876980494959e-02 1.281646100903126306e-02 4.882271404755925137e-02 5.417378839674541480e-02 5.417378839674549806e-02 5.934763247285373966e-02
0.000000000000000000e+00 6.831453571503498523e-03 7.298030149137879619e-03 8.334807379112185721e-03 1.170292495898972440e-02 1.173032338105806094e-02 4.997088411201466851e-02 5.516219474994246696e-02 5.516219474994280003e-02 6.064715303055515094e-02
0.000000000000000000e+00 6.076341420404890448e-03 6.373049671573899344e-03 7.470856985068136114e-03 1.080216943637363203e-02 1.082442508332948083e-02 5.038707909520853678e-02 5.553809195436804069e-02 5.553809195436806845e-02 6.136285494741136604e-02
0.000000000000000000e+00 5.471768177384567222e-03 5.592482854951341675e-03 6.758546453344865812e-03 1.003102881949696767e-02 1.004900568362487867e-02 5.021223589603476811e-02 5.539389048808282534e-02 5.539389048808332494e-02 6.157034165221450528e-02
0.000000000000000000e+00 4.922633885840077550e-03 4.983483107154462743e-03 6.164323649642033942e-03 9.357067054406864592e-03 9.371487533489875066e-03 4.956289866513019504e-02 5.481166385265595631e-02 5.481166385265623386e-02 6.133376828190340024e-02
0.000000000000000000e+00 4.340231446674336357e-03 4.587881628942191981e-03 5.665308759466802790e-03 8.758652455357063271e-03 8.770098747861221344e-03 4.853587197589886992e-02 5.386347659540635657e-02 5.386347659540702271e-02 6.070580089692784176e-02
0.000000000000000000e+00 3.828661643435316009e-03 4.268300999962060249e-03 5.245547771630221234e-03 8.221168856461014141e-03 8.230110775514554167e-03 4.721199038974061013e-02 5.261270809579143837e-02 5.261270809579271512e-02 5.972920218811550441e-02
