0.000000000000000000e+00 1.725571973070390008e-01 1.725571973070398890e-01 1.725571973070434417e-01 1.725571973070509912e-01 3.008069760170952733e-01 3.008069760171148133e-01 3.008069760171592222e-01 3.092704931866525619e-01 3.092704931866605556e-01
0.000000000000000000e+00 1.486822623093142504e-01 1.486822623093311257e-01 1.486822623093364548e-01 1.486822623093586593e-01 2.590827999775853208e-01 2.590827999776053048e-01 2.590827999776053048e-01 2.590827999776372792e-01 2.663273292682037940e-01
0.000000000000000000e+00 1.301789994452264843e-01 1.301789994452375865e-01 1.301789994452402510e-01 1.301789994452491328e-01 2.267425689530937483e-01 2.267425689530990773e-01 2.267425689531097355e-01 2.267425689531386013e-01 2.299425335339040366e-01
0.000000000000000000e+00 1.160535274642917614e-01 1.160535274643041959e-01 1.160535274643117454e-01 1.160535274643215153e-01 1.990827705832849404e-01 1.990827705832991512e-01 1.990827705833302375e-01 2.020594661867147757e-01 2.020594661867378683e-01
0.000000000000000000e+00 1.055335128763577046e-01 1.055335128763674746e-01 1.055335128763785768e-01 1.055335128764047781e-01 1.730096857885778938e-01 1.730096857886329609e-01 1.730096857886342931e-01 1.836945655770940711e-01 1.836945655771256014e-01
0.000000000000000000e+00 9.800481272123295895e-02 9.800481272123651166e-02 9.800481272124361709e-02 9.800481272127203880e-02 1.512304236724135720e-01 1.512304236724251183e-01 1.512304236724877349e-01 1.706013838585307418e-01 1.706013838585511699e-01
0.000000000000000000e+00 9.293864488604386409e-02 9.293864488606917718e-02 9.293864488608338803e-02 9.293864488610648067e-02 1.334421929228923887e-01 1.334421929229159254e-01 1.334421929229701043e-01 1.334421929229723247e-01 1.619188365425094922e-01
0.000000000000000000e+00 8.980466813865506381e-02 8.980466813865950471e-02 8.980466813867593601e-02 8.980466813868437370e-02 1.194562039116311425e-01 1.194562039116515706e-01 1.194562039116986440e-01 1.194562039117119667e-01 1.568359955924858440e-01
0.000000000000000000e+00 8.797781594156539597e-02 8.797781594157871865e-02 8.797781594160314356e-02 8.797781594162135121e-02 1.090868377378249043e-01 1.090868377378946263e-01 1.090868377379030640e-01 1.090868377379297094e-01 1.386112319711010343e-01
0.000000000000000000e+00 8.666988426819255409e-02 8.666988426825295022e-02 8.666988426826849334e-02 8.666988426830357639e-02 1.019985513654626530e-01 1.019985513654915188e-01 1.019985513655625731e-01 1.019985513656100906e-01 1.133944380922975448e-01
0.000000000000000000e+00 8.495516305203087981e-02 8.495516305207173602e-02 8.495516305212014174e-02 8.495516305213079988e-02 9.181248303325606486e-02 9.181248303326627891e-02 9.752633573009017454e-02 9.752633573013680390e-02 9.752633573017899238e-02
0.000000000000000000e+00 7.416398790774181293e-02 7.416398790778311323e-02 8.195393960940089428e-02 8.195393960940666744e-02 8.200992540864726621e-02 8.200992540869345149e-02 8.200992540878671022e-02 9.455805858739463332e-02 9.455805858741639369e-02
0.000000000000000000e+00 6.020319243989735725e-02 6.020319243992133806e-02 6.604930648662366011e-02 6.604930648668227988e-02 7.755955986186435780e-02 7.755955986190787854e-02 7.755955986197848873e-02 8.899965016178956745e-02 8.899965016182420641e-02
0.000000000000000000e+00 4.934941406311343925e-02 4.934941406315296319e-02 5.302783728582793898e-02 5.302783728590831913e-02 7.204866463840442492e-02 7.204866463846748559e-02 7.204866463848524916e-02 7.204866463848569325e-02 8.097545700089314735e-02
0.000000000000000000e+00 4.092439233077360683e-02 4.092439233080291672e-02 4.255570343815007206e-02 4.255570343820158641e-02 6.619856387965494804e-02 6.619856387969891287e-02 6.619856387976241763e-02 6.642763895170444854e-02 6.642763895178793732e-02
0.000000000000000000e+00 3.416855491144987766e-02 3.416855491150583291e-02 3.431994051246345379e-02 3.431994051252607036e-02 5.428665270469235082e-02 5.428665270470744986e-02 6.052753180262548938e-02 6.052753180263792387e-02 6.206713869438340581e-02
0.000000000000000000e+00 2.743756028769217536e-02 2.743756028772503797e-02 2.906060422620360129e-02 2.906060422620893036e-02 4.457886507906705376e-02 4.457886507916564156e-02 5.018545818457731400e-02 5.525450484647587146e-02 5.525450484659577555e-02
0.000000000000000000e+00 2.201810255502678615e-02 2.201810255509473180e-02 2.479922277416646281e-02 2.479922277426194199e-02 3.675245358066181467e-02 3.675245358066581147e-02 4.056320748900610340e-02 5.040520375354784477e-02 5.040520375368817696e-02
0.000000000000000000e+00 1.764575435616322352e-02 1.764575435638571221e-02 2.128932252529169844e-02 2.128932252557724780e-02 3.040299318627726066e-02 3.040299318640382609e-02 3.276163813074317588e-02 4.461927465453285890e-02 4.461927465454040842e-02
0.000000000000000000e+00 1.411807129824538265e-02 1.411807129845188413e-02 1.835701322487937048e-02 1.835701322515470579e-02 2.523024221389214006e-02 2.523024221418568303e-02 2.643744053326013699e-02 3.778671215768314440e-02 3.778671215774043191e-02
0.000000000000000000e+00 1.127710609525234275e-02 1.127710609545395926e-02 1.587906788443005368e-02 1.587906788456772134e-02 2.100582075428913953e-02 2.100582075524748404e-02 2.131773306147977110e-02 3.192613277232680957e-02 3.192613277266120875e-02
